rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
3206,Wounds,Wounds : a compendium of clinical research and practice,1,1277,0.000783
3207,Antimicrob Agents Chemother,Antimicrobial agents and chemotherapy,12,15331,0.000783
3208,Syst Appl Microbiol,Systematic and applied microbiology,1,1278,0.000782
3209,J Cardiovasc Electrophysiol,Journal of cardiovascular electrophysiology,5,6404,0.000781
3210,JCO Glob Oncol,JCO global oncology,1,1282,0.000780
3211,Oncol Lett,Oncology letters,12,15405,0.000779
3212,Med Image Comput Comput Assist Interv,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,2,2571,0.000778
3213,Neural Regen Res,Neural regeneration research,5,6449,0.000775
3214,Int J Antimicrob Agents,International journal of antimicrobial agents,4,5161,0.000775
3215,Isr Med Assoc J,The Israel Medical Association journal : IMAJ,3,3873,0.000775
3216,Arch Pediatr Adolesc Med,Archives of pediatrics & adolescent medicine,1,1291,0.000775
3217,Int J Food Microbiol,International journal of food microbiology,5,6465,0.000773
3218,J Nippon Med Sch,Journal of Nippon Medical School = Nippon Ika Daigaku zasshi,1,1294,0.000773
3219,Synapse,"Synapse (New York, N.Y.)",1,1294,0.000773
3220,Otol Neurotol,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",5,6486,0.000771
3221,Scand J Work Environ Health,"Scandinavian journal of work, environment & health",1,1301,0.000769
3222,Lancet Reg Health Am,Lancet regional health. Americas,1,1303,0.000767
3223,Ross Fiziol Zh Im I M Sechenova,Rossiiskii fiziologicheskii zhurnal imeni I.M. Sechenova,1,1304,0.000767
3224,Laryngoscope,The Laryngoscope,9,11747,0.000766
3225,J Biosci Bioeng,Journal of bioscience and bioengineering,3,3917,0.000766
3226,Peptides,Peptides,3,3918,0.000766
3227,J Indian Soc Pedod Prev Dent,Journal of the Indian Society of Pedodontics and Preventive Dentistry,1,1309,0.000764
3228,World J Orthop,World journal of orthopedics,1,1309,0.000764
3229,Am J Clin Dermatol,American journal of clinical dermatology,1,1311,0.000763
3230,Brain Dev,Brain & development,2,2625,0.000762
3231,Expert Opin Drug Saf,Expert opinion on drug safety,2,2631,0.000760
3232,J Neurogastroenterol Motil,Journal of neurogastroenterology and motility,1,1316,0.000760
3233,Photodermatol Photoimmunol Photomed,"Photodermatology, photoimmunology & photomedicine",1,1316,0.000760
3234,J Ment Health,"Journal of mental health (Abingdon, England)",1,1319,0.000758
3235,Eur J Vasc Endovasc Surg,European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery,5,6598,0.000758
3236,Virtual Mentor,The virtual mentor : VM,1,1320,0.000758
3237,Arch Dis Child Fetal Neonatal Ed,Archives of disease in childhood. Fetal and neonatal edition,2,2643,0.000757
3238,Clin Exp Metastasis,Clinical & experimental metastasis,1,1323,0.000756
3239,Int J Med Microbiol,International journal of medical microbiology : IJMM,1,1323,0.000756
3240,Public Health,Public health,4,5303,0.000754
3241,J Clin Pathol,Journal of clinical pathology,3,3978,0.000754
3242,Cardiovasc Pathol,Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology,1,1335,0.000749
3243,Int J Low Extrem Wounds,The international journal of lower extremity wounds,1,1337,0.000748
3244,Rom J Morphol Embryol,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,2,2675,0.000748
3245,Vasa,VASA. Zeitschrift fur Gefasskrankheiten,1,1339,0.000747
3246,Int Urogynecol J,International urogynecology journal,4,5366,0.000745
3247,Ann Vasc Surg,Annals of vascular surgery,6,8051,0.000745
3248,Sci Immunol,Science immunology,1,1342,0.000745
3249,Adv Ther,Advances in therapy,3,4027,0.000745
3250,IEEE J Biomed Health Inform,IEEE journal of biomedical and health informatics,4,5372,0.000745
3251,Ophthalmic Res,Ophthalmic research,1,1345,0.000743
3252,Shanghai Kou Qiang Yi Xue,Shanghai kou qiang yi xue = Shanghai journal of stomatology,2,2691,0.000743
3253,Toxicol Res (Camb),Toxicology research,1,1348,0.000742
3254,J Occup Health,Journal of occupational health,1,1351,0.000740
3255,Med Intensiva,Medicina intensiva,1,1353,0.000739
3256,J Ayurveda Integr Med,Journal of Ayurveda and integrative medicine,1,1355,0.000738
3257,Seizure,Seizure,3,4071,0.000737
3258,Diabetes Metab Syndr,Diabetes & metabolic syndrome,2,2716,0.000736
3259,Comp Biochem Physiol C Toxicol Pharmacol,Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,2,2717,0.000736
3260,Transplant Direct,Transplantation direct,1,1361,0.000735
3261,Arch Esp Urol,Archivos espanoles de urologia,2,2727,0.000733
3262,Zhongguo Fei Ai Za Zhi,Zhongguo fei ai za zhi = Chinese journal of lung cancer,2,2727,0.000733
3263,Pharmacol Res Perspect,Pharmacology research & perspectives,1,1365,0.000733
3264,Br J Sports Med,British journal of sports medicine,4,5464,0.000732
3265,Arch Intern Med,Archives of internal medicine,2,2734,0.000732
3266,Radiat Res,Radiation research,2,2734,0.000732
3267,Sports Med,"Sports medicine (Auckland, N.Z.)",2,2734,0.000732
3268,Scand J Infect Dis,Scandinavian journal of infectious diseases,1,1368,0.000731
3269,Urologia,Urologia,1,1368,0.000731
3270,Int J Public Health,International journal of public health,2,2745,0.000729
3271,Histol Histopathol,Histology and histopathology,2,2746,0.000728
3272,J Clin Transl Sci,Journal of clinical and translational science,1,1374,0.000728
3273,Cell Signal,Cellular signalling,4,5505,0.000727
3274,J Fish Dis,Journal of fish diseases,2,2754,0.000726
3275,Lancet Planet Health,The Lancet. Planetary health,1,1378,0.000726
3276,Gastroenterol Hepatol,Gastroenterologia y hepatologia,2,2762,0.000724
3277,Nephrol Ther,Nephrologie & therapeutique,1,1384,0.000723
3278,Cleve Clin J Med,Cleveland Clinic journal of medicine,2,2769,0.000722
3279,J Comp Eff Res,Journal of comparative effectiveness research,1,1385,0.000722
3280,Virol Sin,Virologica Sinica,1,1388,0.000720
3281,Ann Med Surg (Lond),Annals of medicine and surgery (2012),6,8330,0.000720
3282,BMJ Open Sport Exerc Med,BMJ open sport & exercise medicine,1,1391,0.000719
3283,Eur Geriatr Med,European geriatric medicine,1,1392,0.000718
3284,J Low Genit Tract Dis,Journal of lower genital tract disease,1,1392,0.000718
3285,Neurourol Urodyn,Neurourology and urodynamics,3,4182,0.000717
3286,Math Biosci Eng,Mathematical biosciences and engineering : MBE,3,4183,0.000717
3287,Angiol Sosud Khir,Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery,1,1396,0.000716
3288,G Ital Cardiol (Rome),Giornale italiano di cardiologia (2006),2,2794,0.000716
3289,Biol Lett,Biology letters,3,4201,0.000714
3290,Biochem Cell Biol,Biochemistry and cell biology = Biochimie et biologie cellulaire,1,1401,0.000714
3291,Biofactors,"BioFactors (Oxford, England)",1,1404,0.000712
3292,Nat Prod Rep,Natural product reports,1,1404,0.000712
3293,Ind Health,Industrial health,1,1406,0.000711
3294,J Investig Med High Impact Case Rep,Journal of investigative medicine high impact case reports,1,1406,0.000711
3295,Pain Physician,Pain physician,2,2822,0.000709
3296,Drug Metab Dispos,Drug metabolism and disposition: the biological fate of chemicals,3,4237,0.000708
3297,J Acad Nutr Diet,Journal of the Academy of Nutrition and Dietetics,2,2827,0.000707
3298,Chem Res Toxicol,Chemical research in toxicology,3,4241,0.000707
3299,Comp Immunol Microbiol Infect Dis,"Comparative immunology, microbiology and infectious diseases",1,1415,0.000707
3300,Clin Exp Dermatol,Clinical and experimental dermatology,5,7087,0.000706
3301,J Immunother Cancer,Journal for immunotherapy of cancer,3,4258,0.000705
3302,Muscle Nerve,Muscle & nerve,4,5694,0.000702
3303,Iran Red Crescent Med J,Iranian Red Crescent medical journal,1,1425,0.000702
3304,Prim Care Diabetes,Primary care diabetes,1,1426,0.000701
3305,J Clin Biochem Nutr,Journal of clinical biochemistry and nutrition,1,1430,0.000699
3306,Chin J Nat Med,Chinese journal of natural medicines,1,1431,0.000699
3307,J Cardiovasc Pharmacol,Journal of cardiovascular pharmacology,2,2863,0.000699
3308,Female Pelvic Med Reconstr Surg,Female pelvic medicine & reconstructive surgery,1,1432,0.000698
3309,Klin Padiatr,Klinische Padiatrie,1,1433,0.000698
3310,Am J Perinatol,American journal of perinatology,3,4306,0.000697
3311,J Neurosurg Anesthesiol,Journal of neurosurgical anesthesiology,1,1436,0.000696
3312,Pharmacol Rep,Pharmacological reports : PR,2,2876,0.000695
3313,Nat Rev Clin Oncol,Nature reviews. Clinical oncology,2,2878,0.000695
3314,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),5,7200,0.000694
3315,Comput Methods Programs Biomed,Computer methods and programs in biomedicine,4,5780,0.000692
3316,Acta Physiol (Oxf),"Acta physiologica (Oxford, England)",2,2890,0.000692
3317,J Obstet Gynaecol Res,The journal of obstetrics and gynaecology research,4,5789,0.000691
3318,Neurosurgery,Neurosurgery,7,10135,0.000691
3319,Dermatol Ther,Dermatologic therapy,3,4347,0.000690
3320,Clin Ther,Clinical therapeutics,3,4349,0.000690
3321,Infect Dis Poverty,Infectious diseases of poverty,1,1450,0.000690
3322,Pharmacology,Pharmacology,1,1450,0.000690
3323,Acta Biomed,Acta bio-medica : Atenei Parmensis,2,2904,0.000689
3324,Int Endod J,International endodontic journal,2,2905,0.000688
3325,Medicina (B Aires),Medicina,2,2905,0.000688
3326,Integr Cancer Ther,Integrative cancer therapies,1,1454,0.000688
3327,West Indian Med J,The West Indian medical journal,1,1457,0.000686
3328,J Gynecol Oncol,Journal of gynecologic oncology,1,1459,0.000685
3329,Ann Lab Med,Annals of laboratory medicine,1,1460,0.000685
3330,Surg Technol Int,Surgical technology international,1,1460,0.000685
3331,Pediatr Surg Int,Pediatric surgery international,3,4391,0.000683
3332,Behav Neurosci,Behavioral neuroscience,1,1465,0.000683
3333,J Anat,Journal of anatomy,2,2934,0.000682
3334,Neuropathology,Neuropathology : official journal of the Japanese Society of Neuropathology,1,1467,0.000682
3335,Psychiatr Prax,Psychiatrische Praxis,1,1467,0.000682
3336,Lancet Reg Health Eur,The Lancet regional health. Europe,1,1469,0.000681
3337,Appl Clin Inform,Applied clinical informatics,1,1475,0.000678
3338,Hong Kong Med J,Hong Kong medical journal = Xianggang yi xue za zhi,2,2952,0.000678
3339,J Hand Surg Am,The Journal of hand surgery,4,5910,0.000677
3340,Am J Med Sci,The American journal of the medical sciences,3,4446,0.000675
3341,Pediatr Dev Pathol,Pediatric and developmental pathology : the official journal of the Society for Pediatric Pathology and the Paediatric Pathology Society,1,1484,0.000674
3342,Pulm Pharmacol Ther,Pulmonary pharmacology & therapeutics,1,1490,0.000671
3343,Biomed Phys Eng Express,Biomedical physics & engineering express,1,1492,0.000670
3344,Environ Pollut,"Environmental pollution (Barking, Essex : 1987)",15,22404,0.000670
3345,Syst Biol,Systematic biology,1,1496,0.000668
3346,Int J Sports Physiol Perform,International journal of sports physiology and performance,2,2997,0.000667
3347,J Neurovirol,Journal of neurovirology,1,1505,0.000664
3348,Therap Adv Gastroenterol,Therapeutic advances in gastroenterology,1,1509,0.000663
3349,Zhonghua Jie He He Hu Xi Za Zhi,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,2,3019,0.000662
3350,Andrologia,Andrologia,2,3021,0.000662
3351,Expert Opin Pharmacother,Expert opinion on pharmacotherapy,3,4533,0.000662
3352,Chem Phys Lipids,Chemistry and physics of lipids,1,1512,0.000661
3353,Curr Protein Pept Sci,Current protein & peptide science,1,1514,0.000661
3354,J Cardiothorac Surg,Journal of cardiothoracic surgery,3,4555,0.000659
3355,Ann Gastroenterol,Annals of gastroenterology,1,1519,0.000658
3356,Cell Stress Chaperones,Cell stress & chaperones,1,1520,0.000658
3357,J Interv Card Electrophysiol,Journal of interventional cardiac electrophysiology : an international journal of arrhythmias and pacing,2,3044,0.000657
3358,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,3,4572,0.000656
3359,J R Coll Physicians Edinb,The journal of the Royal College of Physicians of Edinburgh,1,1526,0.000655
3360,Expert Opin Ther Pat,Expert opinion on therapeutic patents,1,1527,0.000655
3361,Ann Cardiol Angeiol (Paris),Annales de cardiologie et d'angeiologie,1,1529,0.000654
3362,Ann Noninvasive Electrocardiol,"Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc",1,1531,0.000653
3363,Wien Med Wochenschr,Wiener medizinische Wochenschrift (1946),1,1533,0.000652
3364,Regen Med,Regenerative medicine,1,1537,0.000651
3365,Otolaryngol Head Neck Surg,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,5,7692,0.000650
3366,Vasc Med,"Vascular medicine (London, England)",1,1545,0.000647
3367,Sports Health,Sports health,1,1546,0.000647
3368,J Clin Rheumatol,Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases,2,3093,0.000647
3369,Scand J Psychol,Scandinavian journal of psychology,1,1549,0.000646
3370,Insects,Insects,5,7747,0.000645
3371,Ann Surg,Annals of surgery,6,9300,0.000645
3372,Plant Signal Behav,Plant signaling & behavior,3,4650,0.000645
3373,Breast,"Breast (Edinburgh, Scotland)",2,3109,0.000643
3374,Am Nat,The American naturalist,2,3112,0.000643
3375,Clin Otolaryngol,Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery,2,3112,0.000643
3376,Laryngoscope Investig Otolaryngol,Laryngoscope investigative otolaryngology,1,1558,0.000642
3377,J Otolaryngol Head Neck Surg,Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale,1,1559,0.000641
3378,Front Sports Act Living,Frontiers in sports and active living,2,3122,0.000641
3379,Cornea,Cornea,4,6250,0.000640
3380,Eukaryot Cell,Eukaryotic cell,1,1564,0.000639
3381,Fundam Clin Pharmacol,Fundamental & clinical pharmacology,1,1566,0.000639
3382,Pharm Res,Pharmaceutical research,3,4704,0.000638
3383,Mol Ther Nucleic Acids,Molecular therapy. Nucleic acids,2,3142,0.000637
3384,Monaldi Arch Chest Dis,Monaldi archives for chest disease = Archivio Monaldi per le malattie del torace,1,1573,0.000636
3385,Pain Manag Nurs,Pain management nursing : official journal of the American Society of Pain Management Nurses,1,1575,0.000635
3386,Hum Pathol,Human pathology,3,4728,0.000635
3387,N Biotechnol,New biotechnology,1,1576,0.000635
3388,J Appl Lab Med,The journal of applied laboratory medicine,1,1578,0.000634
3389,Biomed Mater Eng,Bio-medical materials and engineering,1,1579,0.000633
3390,Vet Clin North Am Small Anim Pract,The Veterinary clinics of North America. Small animal practice,1,1579,0.000633
3391,Med Image Anal,Medical image analysis,2,3161,0.000633
3392,Immunopharmacol Immunotoxicol,Immunopharmacology and immunotoxicology,1,1585,0.000631
3393,Indian J Microbiol,Indian journal of microbiology,1,1587,0.000630
3394,Sao Paulo Med J,Sao Paulo medical journal = Revista paulista de medicina,1,1592,0.000628
3395,J Coll Physicians Surg Pak,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,4,6370,0.000628
3396,Infant Behav Dev,Infant behavior & development,1,1593,0.000628
3397,Georgian Med News,Georgian medical news,3,4787,0.000627
3398,Food Res Int,"Food research international (Ottawa, Ont.)",7,11184,0.000626
3399,Acta Paediatr,"Acta paediatrica (Oslo, Norway : 1992)",5,7998,0.000625
3400,CNS Spectr,CNS spectrums,1,1604,0.000623
3401,Clin Orthop Relat Res,Clinical orthopaedics and related research,6,9629,0.000623
3402,BMC Sports Sci Med Rehabil,"BMC sports science, medicine & rehabilitation",1,1605,0.000623
3403,Int J Clin Oncol,International journal of clinical oncology,2,3218,0.000622
3404,Rev Esp Enferm Dig,Revista espanola de enfermedades digestivas,3,4830,0.000621
3405,Microbiol Immunol,Microbiology and immunology,1,1616,0.000619
3406,J Infect,The Journal of infection,3,4849,0.000619
3407,MicroPubl Biol,microPublication biology,1,1619,0.000618
3408,Am J Geriatr Psychiatry,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,2,3242,0.000617
3409,Arch Womens Ment Health,Archives of women's mental health,1,1625,0.000615
3410,Arq Bras Cardiol,Arquivos brasileiros de cardiologia,3,4888,0.000614
3411,J Clin Med Res,Journal of clinical medicine research,1,1632,0.000613
3412,J Invest Surg,Journal of investigative surgery : the official journal of the Academy of Surgical Research,1,1633,0.000612
3413,Neurochirurgie,Neuro-Chirurgie,1,1644,0.000608
3414,Front Neuroanat,Frontiers in neuroanatomy,1,1652,0.000605
3415,J Pediatric Infect Dis Soc,Journal of the Pediatric Infectious Diseases Society,1,1653,0.000605
3416,Indian J Plast Surg,Indian journal of plastic surgery : official publication of the Association of Plastic Surgeons of India,1,1656,0.000604
3417,Med Biol Eng Comput,Medical & biological engineering & computing,2,3322,0.000602
3418,Parasit Vectors,Parasites & vectors,5,8311,0.000602
3419,Biochim Biophys Acta Biomembr,Biochimica et biophysica acta. Biomembranes,1,1664,0.000601
3420,Front Sociol,Frontiers in sociology,1,1664,0.000601
3421,Epidemiol Infect,Epidemiology and infection,3,5004,0.000600
3422,Southeast Asian J Trop Med Public Health,The Southeast Asian journal of tropical medicine and public health,1,1669,0.000599
3423,Am J Cardiol,The American journal of cardiology,8,13365,0.000599
3424,Dtsch Arztebl Int,Deutsches Arzteblatt international,3,5013,0.000598
3425,Pneumologie,"Pneumologie (Stuttgart, Germany)",1,1671,0.000598
3426,Anaesthesia,Anaesthesia,4,6699,0.000597
3427,Adv Radiat Oncol,Advances in radiation oncology,1,1675,0.000597
3428,J Orthop Sci,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,2,3355,0.000596
3429,J Sci Food Agric,Journal of the science of food and agriculture,6,10067,0.000596
3430,Cancer Manag Res,Cancer management and research,3,5034,0.000596
3431,J Antimicrob Chemother,The Journal of antimicrobial chemotherapy,6,10070,0.000596
3432,Soc Sci Med,Social science & medicine (1982),7,11749,0.000596
3433,Ecol Lett,Ecology letters,2,3366,0.000594
3434,Compr Rev Food Sci Food Saf,Comprehensive reviews in food science and food safety,1,1686,0.000593
3435,Cell Chem Biol,Cell chemical biology,1,1687,0.000593
3436,Drug Chem Toxicol,Drug and chemical toxicology,1,1687,0.000593
3437,Int J Dev Neurosci,International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience,1,1687,0.000593
3438,Chem Biol Drug Des,Chemical biology & drug design,2,3375,0.000593
3439,BMJ Open,BMJ open,25,42263,0.000592
3440,Cancer Invest,Cancer investigation,1,1691,0.000591
3441,J Ren Nutr,Journal of renal nutrition : the official journal of the Council on Renal Nutrition of the National Kidney Foundation,1,1693,0.000591
3442,J Clin Pharmacol,Journal of clinical pharmacology,2,3396,0.000589
3443,Vet Microbiol,Veterinary microbiology,4,6796,0.000589
3444,Cancer Cytopathol,Cancer cytopathology,1,1700,0.000588
3445,Eur J Clin Microbiol Infect Dis,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,3,5107,0.000587
3446,J Appl Oral Sci,Journal of applied oral science : revista FOB,1,1703,0.000587
3447,Foods,"Foods (Basel, Switzerland)",14,23902,0.000586
3448,Psychol Aging,Psychology and aging,1,1710,0.000585
3449,Biomedica,Biomedica : revista del Instituto Nacional de Salud,1,1712,0.000584
3450,Vet World,Veterinary world,2,3426,0.000584
3451,Dokl Biochem Biophys,Doklady. Biochemistry and biophysics,1,1718,0.000582
3452,J Cancer Res Ther,Journal of cancer research and therapeutics,3,5162,0.000581
3453,Auton Neurosci,Autonomic neuroscience : basic & clinical,1,1721,0.000581
3454,Biochim Biophys Acta Mol Cell Res,Biochimica et biophysica acta. Molecular cell research,1,1721,0.000581
3455,J Expo Sci Environ Epidemiol,Journal of exposure science & environmental epidemiology,1,1721,0.000581
3456,J BUON,Journal of B.U.ON. : official journal of the Balkan Union of Oncology,2,3443,0.000581
3457,J Burn Care Res,Journal of burn care & research : official publication of the American Burn Association,2,3443,0.000581
3458,Pharmacol Biochem Behav,"Pharmacology, biochemistry, and behavior",2,3445,0.000581
3459,Case Rep Dent,Case reports in dentistry,1,1725,0.000580
3460,J Pediatr,The Journal of pediatrics,7,12091,0.000579
3461,J Physiol,The Journal of physiology,6,10388,0.000578
3462,Klin Med (Mosk),Klinicheskaia meditsina,1,1732,0.000577
3463,Pediatr Clin North Am,Pediatric clinics of North America,1,1732,0.000577
3464,Bull Cancer,Bulletin du cancer,2,3465,0.000577
3465,Phys Life Rev,Physics of life reviews,1,1734,0.000577
3466,Hepatobiliary Surg Nutr,Hepatobiliary surgery and nutrition,1,1736,0.000576
3467,Int Psychogeriatr,International psychogeriatrics,2,3478,0.000575
3468,J Craniofac Surg,The Journal of craniofacial surgery,9,15664,0.000575
3469,Sociol Health Illn,Sociology of health & illness,1,1743,0.000574
3470,Ann Surg Oncol,Annals of surgical oncology,10,17447,0.000573
3471,J Obstet Gynecol Neonatal Nurs,"Journal of obstetric, gynecologic, and neonatal nursing : JOGNN",1,1745,0.000573
3472,Pediatr Int,Pediatrics international : official journal of the Japan Pediatric Society,3,5236,0.000573
3473,Burns,Burns : journal of the International Society for Burn Injuries,3,5238,0.000573
3474,Acta Odontol Scand,Acta odontologica Scandinavica,1,1746,0.000573
3475,Eur J Pediatr Surg,European journal of pediatric surgery : official journal of Austrian Association of Pediatric Surgery ... [et al] = Zeitschrift fur Kinderchirurgie,1,1747,0.000572
3476,J Pept Sci,Journal of peptide science : an official publication of the European Peptide Society,1,1747,0.000572
3477,J Comp Pathol,Journal of comparative pathology,1,1749,0.000572
3478,Ann Biol Clin (Paris),Annales de biologie clinique,1,1750,0.000571
3479,Sultan Qaboos Univ Med J,Sultan Qaboos University medical journal,1,1751,0.000571
3480,Biometals,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",1,1754,0.000570
3481,Chem Biodivers,Chemistry & biodiversity,4,7024,0.000569
3482,Epileptic Disord,Epileptic disorders : international epilepsy journal with videotape,1,1760,0.000568
3483,Pol J Vet Sci,Polish journal of veterinary sciences,1,1763,0.000567
3484,Contrast Media Mol Imaging,Contrast media & molecular imaging,1,1764,0.000567
3485,Gig Sanit,Gigiena i sanitariia,1,1765,0.000567
3486,J Cardiovasc Comput Tomogr,Journal of cardiovascular computed tomography,1,1771,0.000565
3487,Prescrire Int,Prescrire international,1,1774,0.000564
3488,Heart Surg Forum,The heart surgery forum,1,1777,0.000563
3489,Cancer Immunol Res,Cancer immunology research,1,1783,0.000561
3490,Ann Behav Med,Annals of behavioral medicine : a publication of the Society of Behavioral Medicine,1,1784,0.000561
3491,World Neurosurg,World neurosurgery,13,23236,0.000559
3492,Aerosp Med Hum Perform,Aerospace medicine and human performance,1,1793,0.000558
3493,Explore (NY),"Explore (New York, N.Y.)",1,1793,0.000558
3494,J Consult Clin Psychol,Journal of consulting and clinical psychology,1,1793,0.000558
3495,Acta Clin Croat,Acta clinica Croatica,1,1794,0.000557
3496,J Endod,Journal of endodontics,3,5384,0.000557
3497,J Sports Sci Med,Journal of sports science & medicine,1,1795,0.000557
3498,Microb Cell Fact,Microbial cell factories,2,3591,0.000557
3499,JMIR Res Protoc,JMIR research protocols,3,5388,0.000557
3500,Hemodial Int,Hemodialysis international. International Symposium on Home Hemodialysis,1,1797,0.000556
3501,Surg Clin North Am,The Surgical clinics of North America,1,1797,0.000556
3502,Neurochem Res,Neurochemical research,3,5393,0.000556
3503,World J Surg Oncol,World journal of surgical oncology,3,5415,0.000554
3504,BMC Biotechnol,BMC biotechnology,1,1810,0.000552
3505,Endocr Pract,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,2,3621,0.000552
3506,Int J Environ Res Public Health,International journal of environmental research and public health,36,65358,0.000551
3507,Indian J Ophthalmol,Indian journal of ophthalmology,5,9078,0.000551
3508,Head Neck Pathol,Head and neck pathology,1,1817,0.000550
3509,Jpn J Ophthalmol,Japanese journal of ophthalmology,1,1820,0.000549
3510,BMC Pediatr,BMC pediatrics,4,7285,0.000549
3511,J Chromatogr B Analyt Technol Biomed Life Sci,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",5,9108,0.000549
3512,Eye Contact Lens,Eye & contact lens,1,1823,0.000549
3513,BJOG,BJOG : an international journal of obstetrics and gynaecology,4,7294,0.000548
3514,Front Bioeng Biotechnol,Frontiers in bioengineering and biotechnology,6,10977,0.000547
3515,Am J Vet Res,American journal of veterinary research,2,3661,0.000546
3516,Psychol Addict Behav,Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors,1,1832,0.000546
3517,J Cardiovasc Magn Reson,Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance,1,1833,0.000546
3518,J Prim Care Community Health,Journal of primary care & community health,1,1834,0.000545
3519,Ultrasound Obstet Gynecol,Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology,3,5504,0.000545
3520,Neurol Clin Pract,Neurology. Clinical practice,1,1838,0.000544
3521,Epilepsy Curr,Epilepsy currents,1,1840,0.000543
3522,Oral Oncol,Oral oncology,3,5522,0.000543
3523,J Neurophysiol,Journal of neurophysiology,5,9213,0.000543
3524,Addict Behav,Addictive behaviors,3,5542,0.000541
3525,Fa Yi Xue Za Zhi,Fa yi xue za zhi,1,1850,0.000541
3526,Int J Dent,International journal of dentistry,1,1852,0.000540
3527,Obes Surg,Obesity surgery,5,9268,0.000539
3528,Mol Phylogenet Evol,Molecular phylogenetics and evolution,3,5568,0.000539
3529,Am J Chin Med,The American journal of Chinese medicine,1,1862,0.000537
3530,Stem Cells Transl Med,Stem cells translational medicine,1,1864,0.000536
3531,Asian Spine J,Asian spine journal,1,1883,0.000531
3532,Aktuelle Urol,Aktuelle Urologie,1,1885,0.000531
3533,Clin Med (Lond),"Clinical medicine (London, England)",2,3774,0.000530
3534,J Intellect Disabil Res,Journal of intellectual disability research : JIDR,1,1887,0.000530
3535,J Natl Med Assoc,Journal of the National Medical Association,1,1890,0.000529
3536,J Diabetes Sci Technol,Journal of diabetes science and technology,2,3789,0.000528
3537,Microvasc Res,Microvascular research,1,1895,0.000528
3538,Oncoimmunology,Oncoimmunology,2,3791,0.000528
3539,Hepatogastroenterology,Hepato-gastroenterology,2,3792,0.000527
3540,Mol Microbiol,Molecular microbiology,3,5703,0.000526
3541,Can J Urol,The Canadian journal of urology,1,1904,0.000525
3542,J Intensive Care Med,Journal of intensive care medicine,1,1907,0.000524
3543,Eur J Emerg Med,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,1,1910,0.000524
3544,Vaccine,Vaccine,11,21016,0.000523
3545,Curr Microbiol,Current microbiology,3,5741,0.000523
3546,J Hum Nutr Diet,Journal of human nutrition and dietetics : the official journal of the British Dietetic Association,1,1917,0.000522
3547,J Addict Med,Journal of addiction medicine,1,1919,0.000521
3548,J Sex Med,The journal of sexual medicine,3,5759,0.000521
3549,Cell Calcium,Cell calcium,1,1922,0.000520
3550,Clin Spine Surg,Clinical spine surgery,1,1923,0.000520
3551,Ann Clin Biochem,Annals of clinical biochemistry,1,1924,0.000520
3552,Child Psychiatry Hum Dev,Child psychiatry and human development,1,1926,0.000519
3553,Ann Pathol,Annales de pathologie,1,1936,0.000517
3554,J Physiol Pharmacol,Journal of physiology and pharmacology : an official journal of the Polish Physiological Society,1,1938,0.000516
3555,Ann Diagn Pathol,Annals of diagnostic pathology,1,1940,0.000515
3556,Khirurgiia (Mosk),Khirurgiia,2,3886,0.000515
3557,Microb Drug Resist,"Microbial drug resistance (Larchmont, N.Y.)",1,1945,0.000514
3558,Jpn J Clin Oncol,Japanese journal of clinical oncology,2,3893,0.000514
3559,J Econ Entomol,Journal of economic entomology,3,5842,0.000514
