rank_volume,journal_key,full_title,gwas_hits,total_articles,fraction_gwas,meets_min_total
18698,Open J Pediatr,Open journal of pediatrics,0,3,0.000000,N
18699,Open J Pharm Sci Res,Open journal of pharmaceutical science and research,0,1,0.000000,N
18700,Open J Philos,Open journal of philosophy,0,1,0.000000,N
18701,Open J Phys Chem,Open journal of physical chemistry,0,5,0.000000,N
18702,Open J Polit Sci,Open journal of political science,0,1,0.000000,N
18703,Open J Prev Med,Open journal of preventive medicine,0,16,0.000000,N
18704,Open J Psychiatr,Open journal of psychiatry,0,1,0.000000,N
18705,Open J Psychiatry Allied Sci,Open journal of psychiatry & allied sciences,0,21,0.000000,N
18706,Open J Psychol,Open journal of psychology,0,7,0.000000,N
18707,Open J Radiol,Open journal of radiology,0,1,0.000000,N
18708,Open J Rheumatol Autoimmune Dis,Open journal of rheumatology and autoimmune diseases,0,3,0.000000,N
18709,Open J Soc Sci,Open journal of social sciences,0,3,0.000000,N
18710,Open J Stat,Open journal of statistics,0,13,0.000000,N
18711,Open J Stomatol,Open journal of stomatology,0,1,0.000000,N
18712,Open J Vet Med,Open journal of veterinary medicine,0,1,0.000000,N
18713,Open Linguist,Open linguistics,0,1,0.000000,N
18714,Open Longev Sci,Open Longevity Science,0,4,0.000000,N
18715,Open Magn Reson Rev,The open magnetic resonance reviews,0,1,0.000000,N
18716,Open Med,"Open medicine : a peer-reviewed, independent, open-access journal",0,195,0.000000,Y
18717,Open Med Chem J,The open medicinal chemistry journal,0,87,0.000000,Y
18718,Open Med Imaging J,The open medical imaging journal,0,1,0.000000,N
18719,Open Med Inform J,The open medical informatics journal,0,101,0.000000,Y
18720,Open Med J,Open medicine journal,0,2,0.000000,N
18721,Open Microbiol J,The open microbiology journal,0,259,0.000000,Y
18722,Open Mind (Camb),Open mind : discoveries in cognitive science,0,237,0.000000,Y
18723,Open Nanomed J,The open nanomedicine journal,0,2,0.000000,N
18724,Open Neuroendocrinol J,Open neuroendocrinology journal (Online),0,6,0.000000,N
18725,Open Neuroimag J,The open neuroimaging journal,0,130,0.000000,Y
18726,Open Neurol J,The open neurology journal,0,139,0.000000,Y
18727,Open Neuropsychopharmacol J,The open neuropsychopharmacology journal,0,4,0.000000,N
18728,Open Neurosci J,The open neuroscience journal,0,10,0.000000,N
18729,Open Nucl Med J,The open nuclear medicine journal,0,1,0.000000,N
18730,Open Nurs J,The open nursing journal,0,169,0.000000,Y
18731,Open Nutr J,The open nutrition journal,0,4,0.000000,N
18732,Open Nutraceuticals J,The open nutraceuticals journal,0,1,0.000000,N
18733,Open Obes J,The open obesity journal,0,6,0.000000,N
18734,Open Occup Health Saf J,The open occupational health & safety journal,0,1,0.000000,N
18735,Open Ophthalmol J,The open ophthalmology journal,0,292,0.000000,Y
18736,Open Orthop J,The open orthopaedics journal,0,840,0.000000,Y
18737,Open Pacing Electrophysiol Ther J,"The open pacing, electrophysiology & therapy journal",0,3,0.000000,N
18738,Open Pain J,The open pain journal,0,15,0.000000,N
18739,Open Parasitol J,The open parasitology journal,0,2,0.000000,N
18740,Open Pathol J,The open pathology journal,0,1,0.000000,N
18741,Open Pediatr Med Journal,The open pediatric medicine journal,0,4,0.000000,N
18742,Open Pharmacol J,The open pharmacology journal,0,2,0.000000,N
18743,Open Prost Cancer J,The open prostate cancer journal,0,3,0.000000,N
18744,Open Proteomics J,The open proteomics journal,0,4,0.000000,N
18745,Open Psychiatr J,The open psychiatry journal,0,2,0.000000,N
18746,Open Psychol,Open psychology,0,2,0.000000,N
18747,Open Psychol J,The open psychology journal,0,1,0.000000,N
18748,Open Public Health J,The open public health journal,0,2,0.000000,N
18749,Open Rehabil J,The open rehabilitation journal,0,2,0.000000,N
18750,Open Reprod Sci J,The open reproductive science journal,0,2,0.000000,N
18751,Open Res Afr,Open research Africa,0,17,0.000000,N
18752,Open Res Eur,Open research Europe,0,783,0.000000,Y
18753,Open Respir Arch,Open respiratory archives,0,422,0.000000,Y
18754,Open Respir Med J,The open respiratory medicine journal,0,265,0.000000,Y
18755,Open Sleep J,The open sleep journal,0,1,0.000000,N
18756,Open Spectrosc J,The open spectroscopy journal,0,1,0.000000,N
18757,Open Sports Sci J,The open sports sciences journal,0,3,0.000000,N
18758,Open Stem Cell J,The open stem cell journal,0,4,0.000000,N
18759,Open Surg Oncol J,Open surgical oncology journal (Online),0,1,0.000000,N
18760,Open Tissue Eng Regen Med J,The open tissue engineering and regenerative medicine journal,0,1,0.000000,N
18761,Open Toxicol J,The open toxicology journal,0,1,0.000000,N
18762,Open Toxinology J,The open toxinology journal,0,1,0.000000,N
18763,Open Transl Med J,The open translational medicine journal,0,1,0.000000,N
18764,Open Transplant J,The open transplantation journal,0,1,0.000000,N
18765,Open Trop Med J,The open tropical medicine journal,0,3,0.000000,N
18766,Open Urol Nephrol J,The open urology & nephrology journal,0,3,0.000000,N
18767,Open Vaccine J,The open vaccine journal,0,3,0.000000,N
18768,Open Vet J,Open veterinary journal,0,1747,0.000000,Y
18769,Open Virol J,The open virology journal,0,155,0.000000,Y
18770,Open Water,Open water,0,1,0.000000,N
18771,Open Womens Health J,The open women's health journal,0,7,0.000000,N
18772,OpenNano,OpenNano,0,7,0.000000,N
18773,Oper Dent,Operative dentistry,0,1857,0.000000,Y
18774,Oper Manag Res,Operations management research : advancing practice through research,0,1,0.000000,N
18775,Oper Neurosurg,"Operative neurosurgery (Hagerstown, Md.)",0,3995,0.000000,Y
18776,Oper Orthop Traumatol,Operative Orthopadie und Traumatologie,0,967,0.000000,Y
18777,Oper Res,Operations research,0,5,0.000000,N
18778,Oper Res Health Care,Operations research for health care,0,7,0.000000,N
18779,Oper Res Let,Operations research letters,0,2,0.000000,N
18780,Oper Tech Orthop,Operative techniques in orthopaedics,0,11,0.000000,N
18781,Oper Tech Otolayngol Head Neck Surg,Operative techniques in otolaryngology--head and neck surgery,0,18,0.000000,N
18782,Oper Tech Sports Med,Operative techniques in sports medicine,0,2,0.000000,N
18783,Oper Tech Thorac Cardiovasc Surg,Operative techniques in thoracic and cardiovascular surgery : a comparative atlas : an official publication of the American Association for Thoracic Surgery,0,7,0.000000,N
18784,Opera Med Physiol,Opera medica et physiologica,0,2,0.000000,N
18785,Opera Q,The opera quarterly,0,1,0.000000,N
18786,Opflow,Opflow,0,13,0.000000,N
18787,Ophthalmic Med Image Anal (2019),"Ophthalmic medical image analysis : 6th International Workshop, OMIA 2019, held in conjunction with MICCAI 2019, Shenzhen, China, October 17, Proceedings. OMIA (Workshop) (6th : 2019 : Shenzhen Shi, China)",0,2,0.000000,N
18788,Ophthalmic Med Image Anal (2020),"Ophthalmic medical image analysis : 7th International Workshop, OMIA 2020, held in conjunction with MICCAI 2020, Lima, Peru, October 8, 2020, proceedings",0,1,0.000000,N
18789,Ophthalmic Med Image Anal (2022),"Ophthalmic medical image analysis : 9th International Workshop, OMIA 2022, Held in Conjunction with MICCAI 2022, Singapore, Singapore, September 22, 2022, Proceedings. OMIA (Workshop) (9th : 2022 : Singapore, Singapore)",0,1,0.000000,N
18790,Ophthalmic Med Image Anal (2023),"Ophthalmic medical image analysis : 10th International Workshop, OMIA 2023, held in conjunction with MICCAI 2023, Vancouver, BC, Canada, October 12, 2023, Proceedings. OMIA (Workshop) (10th : 2023 : Vancouver, B.C. ; Online)",0,1,0.000000,N
18791,Ophthalmic Med Image Anal (2024),"Ophthalmic medical image analysis : 11th International Workshop, OMIA 2024, held in Conjunction with MICCAI 2024, Marrakesh, Morocco, October 10, 2024, Proceedings. OMIA (Workshop) (11th : 2024 : Marrakech, Morocco)",0,1,0.000000,N
18792,Ophthalmic Plast Reconstr Surg,Ophthalmic plastic and reconstructive surgery,0,4478,0.000000,Y
18793,Ophthalmic Surg Lasers Imaging,"Ophthalmic surgery, lasers & imaging : the official journal of the International Society for Imaging in the Eye",0,899,0.000000,Y
18794,Ophthalmic Surg Lasers Imaging Retina,"Ophthalmic surgery, lasers & imaging retina",0,1984,0.000000,Y
18795,Ophthalmol Eye Dis,Ophthalmology and eye diseases,0,70,0.000000,Y
18796,Ophthalmol Int,Ophthalmology international,0,1,0.000000,N
18797,Ophthalmol Res Rep,Ophthalmology research and reports,0,1,0.000000,N
18798,Ophthalmol Vis Care,Ophthalmology and vision care,0,1,0.000000,N
18799,Ophthalmologie,Die Ophthalmologie,0,807,0.000000,Y
18800,Opt Commun,Optics communications,0,34,0.000000,N
18801,Opt Contin,Optics continuum,0,6,0.000000,N
18802,Opt Eng,"Optical engineering (Redondo Beach, Calif.)",0,30,0.000000,N
18803,Opt Express,Optics express,0,58931,0.000000,Y
18804,Opt Laser Technol,Optics and laser technology,0,9,0.000000,N
18805,Opt Lasers Eng,Optics and lasers in engineering,0,14,0.000000,N
18806,Opt Lett,Optics letters,0,29167,0.000000,Y
18807,Opt Mater (Amst),Optical Materials,0,8,0.000000,N
18808,Opt Mater Express,Optical materials express,0,6,0.000000,N
18809,Opt Mol Probes Imaging Drug Deliv,"Optical molecular probes, imaging and drug delivery",0,2,0.000000,N
18810,Opt Nanoscopy,Optical nanoscopy,0,5,0.000000,N
18811,Opt Photonics News,Optics and photonics news,0,4,0.000000,N
18812,Opt Quantum,Optica quantum,0,1,0.000000,N
18813,Opt Quantum Electron,Optical and quantum electronics,0,47,0.000000,N
18814,Opt Rev,Optical review,0,3,0.000000,N
18815,Opt Spectrosc,Optics and spectroscopy,0,5,0.000000,N
18816,Optica,Optica,0,153,0.000000,Y
18817,Optics (Basel),Optics,0,1,0.000000,N
18818,Optik (Stuttg),Optik,0,18,0.000000,N
18819,Optim Control Appl Methods,Optimal control applications & methods,0,7,0.000000,N
18820,Optim Eng,Optimization and engineering,0,4,0.000000,N
18821,Optim Lett,Optimization letters,0,18,0.000000,N
18822,Optim Methods Softw,Optimization methods & software,0,6,0.000000,N
18823,Optimization,Optimization,0,9,0.000000,N
18824,Optoelectron Commun Conf,Optoelectronics and communications conference,0,1,0.000000,N
18825,Optoelectron Lett,Optoelectronics letters,0,4,0.000000,N
18826,Optoelectron Mater Devices,Optoelectronic materials and devices,0,1,0.000000,N
18827,Optom Educ,Optometric education,0,2,0.000000,N
18828,Optom Glaucoma Soc E J,Optometric Glaucoma Society e-journal,0,1,0.000000,N
18829,Optom Open Access,"Optometry, open access",0,1,0.000000,N
18830,Optom Vis Perform,Optometry & visual performance,0,2,0.000000,N
18831,Optom Vis Sci,Optometry and vision science : official publication of the American Academy of Optometry,0,3262,0.000000,Y
18832,Optomechatron Technol ISOT 2010 Int Symp (2010),"Optomechatronic Technologies (ISOT), 2010 International Symposium on : 25-27 Oct. 2010 : [Toronto, ON]. International Symposium on Optomechatronic Technologies (2010 : Toronto, Ont.)",0,1,0.000000,N
18833,Optometry,"Optometry (St. Louis, Mo.)",0,603,0.000000,Y
18834,Oral (Basel),"Oral (Basel, Switzerland)",0,4,0.000000,N
18835,Oral Health Case Rep,Oral health case reports,0,1,0.000000,N
18836,Oral Health Dent Manag,Oral health and dental management,0,231,0.000000,Y
18837,Oral Health Dent Stud,Oral health and dental studies,0,1,0.000000,N
18838,Oral Hist (Colch),Oral history,0,1,0.000000,N
18839,Oral Hist Rev,The Oral history review,0,14,0.000000,N
18840,Oral Implantol (Rome),ORAL & implantology,0,226,0.000000,Y
18841,Oral Maxillofac Surg,Oral and maxillofacial surgery,0,1386,0.000000,Y
18842,Oral Maxillofac Surg Cases,Oral and maxillofacial surgery cases,0,4,0.000000,N
18843,Oral Maxillofac Surg Clin North Am,Oral and maxillofacial surgery clinics of North America,0,1007,0.000000,Y
18844,Oral Microbiol Immunol,Oral microbiology and immunology,0,229,0.000000,Y
18845,Oral Oncol Rep,Oral oncology reports,0,10,0.000000,N
18846,Oral Radiol,Oral radiology,0,620,0.000000,Y
18847,Oral Surg,Oral surgery,0,19,0.000000,N
18848,Oral Surg Oral Med Oral Pathol Oral Radiol,"Oral surgery, oral medicine, oral pathology and oral radiology",0,3662,0.000000,Y
18849,Orb Litt,Orbis litterarum,0,1,0.000000,N
18850,Orbis,Orbis,0,20,0.000000,N
18851,Orbit,"Orbit (Amsterdam, Netherlands)",0,2190,0.000000,Y
18852,Order (Dordr),"Order (Dordrecht, Netherlands)",0,2,0.000000,N
18853,Ore Geol Rev,Ore geology reviews,0,1,0.000000,N
18854,Oreg Nurse,The Oregon nurse,0,73,0.000000,Y
18855,Org Biomol Chem,Organic & biomolecular chemistry,0,19265,0.000000,Y
18856,Org Chem Front,Organic chemistry frontiers : an international journal of organic chemistry,0,70,0.000000,Y
18857,Org Chem Int,Organic chemistry International,0,2,0.000000,N
18858,Org Divers Evol,"Organisms, diversity & evolution",0,18,0.000000,N
18859,Org Electron,Organic electronics,0,12,0.000000,N
18860,Org Geochem,Organic geochemistry,0,5,0.000000,N
18861,Org Lett,Organic letters,0,33282,0.000000,Y
18862,Org Mater,Organic Materials,0,1,0.000000,N
18863,Org Med Chem Lett,Organic and medicinal chemistry letters,0,77,0.000000,Y
18864,Org Prep Proced Int,Organic preparations and procedures international,0,10,0.000000,N
18865,Org Process Res Dev,Organic process research & development,0,161,0.000000,Y
18866,Organ Behav Hum Decis Process,Organizational behavior and human decision processes,0,12,0.000000,N
18867,Organ Dyn,Organizational dynamics,0,19,0.000000,N
18868,Organ Environ,Organization & environment,0,10,0.000000,N
18869,Organ Ethic,"Organizational ethics : healthcare, business, and policy : OE",0,10,0.000000,N
18870,Organ Psychol Rev,Organizational psychology review,0,4,0.000000,N
18871,Organ Res Methods,Organizational research methods,0,6,0.000000,N
18872,Organ Sci (Linthicum),"Organization science (Providence, R.I.)",0,3,0.000000,N
18873,Organ Stud,Organization studies,0,8,0.000000,N
18874,Organelle,"Organelle (Tucson, Ariz.)",0,4,0.000000,N
18875,Organic Synth,Organic syntheses; an annual publication of satisfactory methods for the preparation of organic chemicals,0,75,0.000000,Y
18876,Organics,Organics,0,2,0.000000,N
18877,Organization (Lond),"Organization (London, England)",0,6,0.000000,N
18878,Organogenesis,Organogenesis,0,392,0.000000,Y
18879,Organoids,Organoids,0,5,0.000000,N
18880,Organometallics,Organometallics,0,497,0.000000,Y
18881,Organon,Organon,0,42,0.000000,N
18882,Organon F (Bratisl),Organon F,0,1,0.000000,N
18883,Organs Chip,Organs-on-a-chip,0,5,0.000000,N
18884,Orient Pharm Exp Med,Oriental pharmacy and experimental medicine,0,5,0.000000,N
18885,Orig Life Evol Biosph,Origins of life and evolution of the biosphere : the journal of the International Society for the Study of the Origin of Life,0,553,0.000000,Y
18886,Ornithol Appl,Ornithological applications,0,2,0.000000,N
18887,Orthod Fr,L' Orthodontie francaise,0,633,0.000000,Y
18888,Orthod Waves,Orthodontic waves (English ed.),0,1,0.000000,N
18889,Orthodontics (Chic.),Orthodontics : the art and practice of dentofacial enhancement,0,126,0.000000,Y
18890,Orthop Clin North Am,The Orthopedic clinics of North America,0,1113,0.000000,Y
18891,Orthop J Harv Med Sch,The orthopaedic journal at Harvard Medical School,0,1,0.000000,N
18892,Orthop Knowl Online,Orthopaedic knowledge online,0,1,0.000000,N
18893,Orthop Muscular Syst,Orthopedic & muscular system : current research,0,3,0.000000,N
18894,Orthop Nurs,Orthopedic nursing,0,1240,0.000000,Y
18895,Orthop Rev (Pavia),Orthopedic reviews,0,834,0.000000,Y
18896,Orthop Sports Med,Orthopedics and sports medicine : open access journal,0,2,0.000000,N
18897,Orthop Trauma,Orthopaedics and trauma,0,8,0.000000,N
18898,Orthop Traumatol Surg Res,"Orthopaedics & traumatology, surgery & research : OTSR",0,4088,0.000000,Y
18899,Orthopade,Der Orthopade,0,2249,0.000000,Y
18900,Orthopadie (Heidelb),"Orthopadie (Heidelberg, Germany)",0,519,0.000000,Y
18901,Oruen,Oruen : the CNS journal,0,1,0.000000,N
18902,Orvostort Kozl,Orvostorteneti kozlemenyek,0,79,0.000000,Y
18903,Oryx,Oryx : the journal of the Fauna Preservation Society,0,1,0.000000,N
18904,Osaka City Med J,Osaka city medical journal,0,109,0.000000,Y
18905,Osiris,Osiris,0,74,0.000000,Y
18906,Osler Libr Newsl,Osler Library newsletter,0,15,0.000000,N
18907,Osong Public Health Res Perspect,Osong public health and research perspectives,0,837,0.000000,Y
18908,Osteoarthr Imaging,Osteoarthritis imaging,0,21,0.000000,N
18909,Osteology (Basel),"Osteology (Basel, Switzerland)",0,1,0.000000,N
18910,Osteopath Med Prim Care,Osteopathic medicine and primary care,0,42,0.000000,N
18911,Osterr Wasser Abfallwirtsch,Osterreichische Wasser- und Abfallwirtschaft,0,27,0.000000,N
18912,Osterr Z Pilzkd,Osterreichische Zeitschrift fur Pilzkunde,0,1,0.000000,N
18913,Ostomy Wound Manage,Ostomy/wound management,0,726,0.000000,Y
18914,Otol Neurotol Open,Otology & neurotology open,0,73,0.000000,Y
18915,Otolaryngol (Sunnyvale),"Otolaryngology (Sunnyvale, Calif.)",0,3,0.000000,N
18916,Otolaryngol Case Rep,Otolaryngology case reports,0,19,0.000000,N
18917,Otolaryngol Clin North Am,Otolaryngologic clinics of North America,0,1887,0.000000,Y
18918,Otolaryngol Pol,Otolaryngologia polska = The Polish otolaryngology,0,1211,0.000000,Y
18919,Otorhinolaryngol Head Neck Surg,Otorhinolaryngology-head and neck surgery,0,2,0.000000,N
18920,Otorinolaringologia,Otorinolaringologia,0,2,0.000000,N
18921,Ou Mei Yan Jiu,Ou Mei yan jiu = EurAmerica,0,1,0.000000,N
18922,Our Dermatol Online,Our dermatology online,0,1,0.000000,N
18923,Outbreak Surveill Investig Rep,"Outbreak, surveillance and investigation reports",0,2,0.000000,N
18924,Outbreak Surveill Investig Response OSIR J,"Outbreak, surveillance, investigation & response (OSIR) journal",0,1,0.000000,N
18925,Outlook Agric,Outlook on agriculture,0,19,0.000000,N
18926,Oxf Bull Econ Stat,Oxford bulletin of economics and statistics,0,9,0.000000,N
18927,Oxf Econ Pap,Oxford economic papers,0,8,0.000000,N
18928,Oxf Ger Stud,Oxford German studies,0,1,0.000000,N
18929,Oxf J Leg Stud,Oxford journal of legal studies,0,125,0.000000,Y
18930,Oxf Med Case Reports,Oxford medical case reports,0,1727,0.000000,Y
18931,Oxf Open Clim Chang,Oxford open climate change,0,2,0.000000,N
18932,Oxf Open Digit Health,Oxford open digital health,0,84,0.000000,Y
18933,Oxf Open Immunol,Oxford open immunology,0,71,0.000000,Y
18934,Oxf Open Mater Sci,Oxford open materials science,0,3,0.000000,N
18935,Oxf Open Neurosci,Oxford open neuroscience,0,44,0.000000,N
18936,Oxf Rev Econ Policy,Oxford review of economic policy,0,28,0.000000,N
18937,Oxf Rev Educ,Oxford review of education,0,5,0.000000,N
18938,Oxf Ser Soc Cogn Soc Neurosci,Oxford series in social cognition and social neuroscience,0,1,0.000000,N
18939,Oxf Stud Anc Philos,Oxford studies in ancient philosophy,0,1,0.000000,N
18940,Oxid Antioxid Med Sci,Oxidants and antioxidants in medical science,0,4,0.000000,N
18941,Oxygen (Basel),"Oxygen (Basel, Switzerland)",0,5,0.000000,N
18942,Ozone Sci Eng,Ozone: science & engineering,0,1,0.000000,N
18943,P N G Med J,Papua and New Guinea medical journal,0,161,0.000000,Y
18944,P R Health Sci J,Puerto Rico health sciences journal,0,826,0.000000,Y
18945,P T,P & T : a peer-reviewed journal for formulary management,0,1333,0.000000,Y
18946,PAMJ One Health,PAMJ one health,0,3,0.000000,N
18947,PDA J Pharm Sci Technol,PDA journal of pharmaceutical science and technology,0,1076,0.000000,Y
18948,PDPTA 19 (2019),"PDPTA '19 : proceedings of the 2019 International Conference on Parallel & Distributed Processing Techniquess & Applications. International Conference on Parallel and Distributed Processing Techniques and Applications (2019 : Las Vegas,...",0,1,0.000000,N
18949,PEARC19 (2019),"PEARC19 : Practice and Experience in Advanced Research Computing 2019 : Rise of the Machines (learning) : July 28-August 1, 2019, Chicago, Illinois. Practice and Experience in Advanced Research Computing (Conference) (2019 : Chicago, Il...",0,2,0.000000,N
18950,PEARC20 (2020),"PEARC20 : Practice and Experience in Advanced Research Computing 2020 : Catch the wave : July 27-31, 2020, Portland, Or Virtual Conference. Practice and Experience in Advanced Research Computing (Conference) (2020 : Online)",0,3,0.000000,N
18951,PEC Innov,PEC innovation,0,451,0.000000,Y
18952,PET Clin,PET clinics,0,861,0.000000,Y
18953,PISTES,PISTES,0,1,0.000000,N
18954,PLOS Clim,PLOS climate,0,5,0.000000,N
18955,PLOS Glob Public Health,PLOS global public health,0,4175,0.000000,Y
18956,PLOS Ment Health,PLOS mental health,0,18,0.000000,N
18957,PLOS Sustain Transform,PLOS sustainability and transformation,0,2,0.000000,N
18958,PLOS Water,PLOS water,0,14,0.000000,N
18959,PLoS Clin Trials,PLoS clinical trials,0,25,0.000000,N
18960,PMC Biophys,PMC biophysics,0,32,0.000000,N
18961,PMSE Preprints,PMSE preprints. American Chemical Society. Division of Polymeric Materials: Science and Engineering. Meeting,0,3,0.000000,N
18962,POCUS J,POCUS journal,0,249,0.000000,Y
18963,POJ Nurs Pract Res,POJ nursing practice & research,0,1,0.000000,N
18964,PPAR Res,PPAR research,0,660,0.000000,Y
18965,PRAS Open,PRAS open,0,1,0.000000,N
18966,PRIMUS (Terre Ht),"PRIMUS : problems, resources, and issues in mathematics undergraduate studies",0,2,0.000000,N
18967,PRX Life,PRX life,0,28,0.000000,N
18968,PRX quantum,PRX quantum : a Physical Review journal,0,3,0.000000,N
18969,PRiMER,"PRiMER (Leawood, Kan.)",0,371,0.000000,Y
18970,PS Polit Sci Polit,"PS, political science & politics",0,2,0.000000,N
18971,Pa Dent J (Harrisb),Pennsylvania dental journal,0,333,0.000000,Y
18972,Pa J Posit Approaches,The Pennsylvania journal on positive approaches,0,2,0.000000,N
18973,Pa Nurse,The Pennsylvania nurse,0,188,0.000000,Y
18974,Pac Asia Inq,Pacific Asia inquiry : multidisciplinary perspectives,0,2,0.000000,N
18975,Pac Health Dialog,Pacific health dialog,0,246,0.000000,Y
18976,Pac Hist Rev,Pacific historical review,0,1,0.000000,N
18977,Pac J Health (Stockt),"Pacific journal of health (Stockton, Calif.)",0,1,0.000000,N
18978,Pac J Math,Pacific journal of mathematics,0,1,0.000000,N
18979,Pac Rim Int J Nurs Res Thail,Pacific Rim international journal of nursing research,0,8,0.000000,N
18980,Pac Sci,Pacific science,0,1,0.000000,N
18981,Padiatr Padol,Padiatrie und Padologie,0,87,0.000000,Y
18982,Paedagog Hist,Paedagogica historica,0,11,0.000000,N
18983,Paediatr Child Health,Paediatrics & child health,0,2332,0.000000,Y
18984,Paediatr Child Health (Oxford),Paediatrics and child health,0,19,0.000000,N
18985,Paediatr Drugs,Paediatric drugs,0,975,0.000000,Y
18986,Paediatr Int Child Health,Paediatrics and international child health,0,657,0.000000,Y
18987,Paediatr Neonatal Pain,Paediatric & neonatal pain,0,119,0.000000,Y
18988,Paediatr Nurs,Paediatric nursing,0,391,0.000000,Y
18989,Paediatr Respir Rev,Paediatric respiratory reviews,0,1076,0.000000,Y
18990,Paemi Sino,Paemi Sino,0,1,0.000000,N
18991,Paidiatrike,Paediatriki,0,1,0.000000,N
18992,Pain Clin Updates,Pain clinical updates,0,1,0.000000,N
18993,Pain Med Case Rep,Pain medicine case reports,0,285,0.000000,Y
18994,Pain Pract,Pain practice : the official journal of World Institute of Pain,0,1863,0.000000,Y
18995,Pain Res Treat,Pain research and treatment,0,247,0.000000,Y
18996,Pain Ther,Pain and therapy,0,799,0.000000,Y
18997,Pak J Med Sci,Pakistan journal of medical sciences,0,4883,0.000000,Y
18998,Pak J Zool,Pakistan journal of zoology,0,1,0.000000,N
18999,Paladyn,Paladyn : journal of behavioral robotics,0,1,0.000000,N
19000,Palaeogeogr Palaeoclimatol Palaeoecol,"Palaeogeography, palaeoclimatology, palaeoecology",0,13,0.000000,N
19001,Palaeontol Electronica,Palaeontologia electronica (Online),0,3,0.000000,N
19002,Palaeontology,Palaeontology,0,14,0.000000,N
19003,Palaontol Z,Palaontologische zeitschrift,0,19,0.000000,N
19004,Paleobiodivers Paleoenviron,Palaeobiodiversity and palaeoenvironments,0,20,0.000000,N
19005,Paleobiology,Paleobiology,0,10,0.000000,N
19006,Paleoceanogr Paleoclimatol,Paleoceanography and paleoclimatology,0,26,0.000000,N
19007,Paleoceanography,Paleoceanography,0,5,0.000000,N
19008,Paleopathol Newsl,Paleopathology newsletter,0,2,0.000000,N
19009,Palgo J Educ Res,Palgo journal of education research,0,1,0.000000,N
19010,Palgrave Commun,Palgrave communications,0,21,0.000000,N
19011,Palliat Care,Palliative care,0,32,0.000000,N
19012,Palliat Care Soc Pract,Palliative care and social practice,0,359,0.000000,Y
19013,Palliat Med,Palliative medicine,0,2289,0.000000,Y
19014,Palliat Med Care,Palliative medicine & care : open access,0,1,0.000000,N
19015,Palliat Med Rep,Palliative medicine reports,0,338,0.000000,Y
19016,Palliat Support Care,Palliative & supportive care,0,2181,0.000000,Y
19017,Palynology,Palynology. American Association of Stratigraphic Palynologists,0,1,0.000000,N
19018,Pan Afr J Health Environ Sci,Pan-African journal of health and environmental science,0,1,0.000000,N
19019,Pan Afr Med J,The Pan African medical journal,0,11056,0.000000,Y
19020,Pan-Pac Entomol,The Pan-Pacific entomologist,0,1,0.000000,N
19021,Panam J Trauma Crit Care Emerg Surg,"Panamerican journal of trauma, critical care & emergency surgery",0,6,0.000000,N
19022,Pancreas (Fairfax),"Pancreas (Fairfax, Va.)",0,4,0.000000,N
19023,Pancreat Disord Ther,Pancreatic disorders & therapy,0,13,0.000000,N
19024,Panminerva Med,Panminerva medica,0,1295,0.000000,Y
19025,Pap Appl Geogr,Papers in applied geography,0,2,0.000000,N
19026,Pap Bibliogr Soc Am,Papers. Bibliographical Society of America,0,3,0.000000,N
19027,Pap Palaeontol,Papers in palaeontology,0,4,0.000000,N
19028,Pap Phys,Papers in physics,0,1,0.000000,N
19029,Pap Reg Sci,Papers in regional science : the journal of the Regional Science Association International,0,3,0.000000,N
19030,Papeles Poblac,Papeles de poblacion,0,7,0.000000,N
19031,Papillomavirus Res,"Papillomavirus research (Amsterdam, Netherlands)",0,201,0.000000,Y
19032,Paracelsus Proc Exp Med,Paracelsus proceedings of experimental medicine,0,1,0.000000,N
19033,Parallel Comput,Parallel computing,0,18,0.000000,N
19034,Parallel Probl Solving Nat,Parallel problem solving from nature : ... PPSN ... proceedings. International Conference on Parallel Problem Solving from Nature,0,1,0.000000,N
19035,Parallel Process Lett,Parallel processing letters,0,1,0.000000,N
19036,Parameters,Parameters : journal of the US Army War College,0,1,0.000000,N
19037,Parasite Epidemiol Control,Parasite epidemiology and control,0,421,0.000000,Y
19038,Parasites Hosts Dis,"Parasites, hosts and diseases",0,144,0.000000,Y
19039,Parasitol Int,Parasitology international,0,2414,0.000000,Y
19040,Parasitol Open,Parasitology open,0,5,0.000000,N
19041,Parasitol United J,Parasitologists United journal,0,1,0.000000,N
19042,Parasitologia,"Parasitologia (Basel, Switzerland)",0,1,0.000000,N
19043,Parassitologia,Parassitologia,0,114,0.000000,Y
19044,Parazitologiia,Parazitologiia,0,421,0.000000,Y
19045,Parent Sci Pract,"Parenting, science and practice",0,108,0.000000,Y
19046,Parergon,Parergon,0,1,0.000000,N
19047,Park Sci,Park science,0,1,0.000000,N
19048,Parliam Estates Represent,"Parliaments, estates & representation",0,2,0.000000,N
19049,Part Part Syst Charact,Particle & particle systems characterization : measurement and description of particle properties and behavior in powders and other disperse systems,0,32,0.000000,N
19050,Part Sci Technol,Particulate science and technology,0,1,0.000000,N
19051,Partial Differ Equ Appl Math,Partial differential equations in applied mathematics : a spin-off of Applied Mathematics Letters,0,7,0.000000,N
19052,Particuology,Particuology,0,3,0.000000,N
19053,Partner Abuse,Partner abuse,0,25,0.000000,N
19054,Party Politics,Party politics,0,16,0.000000,N
