year,rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
2024,43,Genomics Proteomics Bioinformatics,"Genomics, proteomics & bioinformatics",5,77,0.064935
2024,44,World Allergy Organ J,The World Allergy Organization journal,10,155,0.064516
2024,45,Diabetol Metab Syndr,Diabetology & metabolic syndrome,20,315,0.063492
2024,46,Lipids Health Dis,Lipids in health and disease,27,426,0.063380
2024,47,Sex Med,Sexual medicine,6,98,0.061224
2024,48,Nutr Metab Cardiovasc Dis,"Nutrition, metabolism, and cardiovascular diseases : NMCD",19,315,0.060317
2024,49,Diabetes,Diabetes,12,200,0.060000
2024,50,Neurol Genet,Neurology. Genetics,6,102,0.058824
2024,51,Genome Biol,Genome biology,19,324,0.058642
2024,52,Epigenomics,Epigenomics,6,103,0.058252
2024,53,Ann Gen Psychiatry,Annals of general psychiatry,3,52,0.057692
2024,54,Pac Symp Biocomput,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,3,52,0.057692
2024,55,Brain Behav,Brain and behavior,27,469,0.057569
2024,56,Mol Autism,Molecular autism,3,54,0.055556
2024,57,Genes (Basel),Genes,90,1633,0.055113
2024,58,Prog Neuropsychopharmacol Biol Psychiatry,Progress in neuro-psychopharmacology & biological psychiatry,13,237,0.054852
2024,59,Gen Psychiatr,General psychiatry,4,73,0.054795
2024,60,Genome Res,Genome research,10,184,0.054348
2024,61,Plant Phenomics,"Plant phenomics (Washington, D.C.)",5,92,0.054348
2024,62,Autoimmunity,Autoimmunity,3,56,0.053571
2024,63,Hereditas,Hereditas,3,57,0.052632
2024,64,Plant Direct,Plant direct,4,79,0.050633
2024,65,Medicine (Baltimore),Medicine,216,4295,0.050291
2024,66,J Prev Alzheimers Dis,The journal of prevention of Alzheimer's disease,10,200,0.050000
2024,67,EBioMedicine,EBioMedicine,28,571,0.049037
2024,68,J Headache Pain,The journal of headache and pain,11,226,0.048673
2024,69,J Affect Disord,Journal of affective disorders,81,1666,0.048619
2024,70,Cancer Epidemiol Biomarkers Prev,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",10,206,0.048544
2024,71,Cytokine,Cytokine,15,314,0.047771
2024,72,Hum Immunol,Human immunology,6,128,0.046875
2024,73,Clin Cosmet Investig Dermatol,"Clinical, cosmetic and investigational dermatology",15,321,0.046729
2024,74,Mol Plant,Molecular plant,8,172,0.046512
2024,75,Mol Plant Microbe Interact,Molecular plant-microbe interactions : MPMI,4,86,0.046512
2024,76,Anim Biotechnol,Animal biotechnology,5,108,0.046296
2024,77,Infect Agent Cancer,Infectious agents and cancer,3,65,0.046154
2024,78,Schizophr Bull,Schizophrenia bulletin,9,196,0.045918
2024,79,Plant Commun,Plant communications,10,218,0.045872
2024,80,Trends Genet,Trends in genetics : TIG,5,110,0.045455
2024,81,BMC Plant Biol,BMC plant biology,58,1279,0.045348
2024,82,Front Aging Neurosci,Frontiers in aging neuroscience,28,620,0.045161
2024,83,Alzheimers Dement,Alzheimer's & dementia : the journal of the Alzheimer's Association,32,716,0.044693
2024,84,Animal,Animal : an international journal of animal bioscience,12,272,0.044118
2024,85,J Bone Miner Res,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,9,205,0.043902
2024,86,Postgrad Med J,Postgraduate medical journal,7,160,0.043750
2024,87,Eur J Clin Invest,European journal of clinical investigation,10,229,0.043668
2024,88,J Alzheimers Dis Rep,Journal of Alzheimer's disease reports,6,138,0.043478
2024,89,Calcif Tissue Int,Calcified tissue international,7,162,0.043210
2024,90,Gigascience,GigaScience,5,118,0.042373
2024,91,Physiol Genomics,Physiological genomics,3,71,0.042254
2024,92,AMIA Jt Summits Transl Sci Proc,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,3,73,0.041096
2024,93,Plant J,The Plant journal : for cell and molecular biology,27,659,0.040971
2024,94,Glob Heart,Global heart,4,98,0.040816
2024,95,Plant Cell Rep,Plant cell reports,12,296,0.040541
2024,96,Int J Chron Obstruct Pulmon Dis,International journal of chronic obstructive pulmonary disease,9,222,0.040541
2024,97,Genes Immun,Genes and immunity,3,74,0.040541
2024,98,Genetics,Genetics,8,200,0.040000
2024,99,Vavilovskii Zhurnal Genet Selektsii,Vavilovskii zhurnal genetiki i selektsii,4,100,0.040000
2024,100,Curr Neurovasc Res,Current neurovascular research,2,50,0.040000
2024,101,Eur J Hum Genet,European journal of human genetics : EJHG,10,252,0.039683
2024,102,J Geriatr Cardiol,Journal of geriatric cardiology : JGC,4,101,0.039604
2024,103,Psychol Med,Psychological medicine,18,459,0.039216
2024,104,Nat Hum Behav,Nature human behaviour,11,281,0.039146
2024,105,Arthritis Res Ther,Arthritis research & therapy,9,230,0.039130
2024,106,J Bone Miner Metab,Journal of bone and mineral metabolism,3,77,0.038961
2024,107,Asia Pac J Clin Nutr,Asia Pacific journal of clinical nutrition,2,52,0.038462
2024,108,Viral Immunol,Viral immunology,2,52,0.038462
2024,109,Alzheimers Dement (N Y),"Alzheimer's & dementia (New York, N. Y.)",3,79,0.037975
2024,110,Stress Biol,Stress biology,2,53,0.037736
2024,111,Exp Gerontol,Experimental gerontology,10,266,0.037594
2024,112,BMJ Open Gastroenterol,BMJ open gastroenterology,3,80,0.037500
2024,113,J Epidemiol,Journal of epidemiology,3,80,0.037500
2024,114,Blood Press,Blood pressure,2,54,0.037037
2024,115,Curr Rheumatol Rep,Current rheumatology reports,2,54,0.037037
2024,116,Vasc Health Risk Manag,Vascular health and risk management,2,54,0.037037
2024,117,Yi Chuan,Yi chuan = Hereditas,3,82,0.036585
2024,118,Breast Cancer Res,Breast cancer research : BCR,7,192,0.036458
2024,119,Bioinformatics,"Bioinformatics (Oxford, England)",29,796,0.036432
2024,120,Neuropsychopharmacology,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,12,330,0.036364
2024,121,Aging Clin Exp Res,Aging clinical and experimental research,9,249,0.036145
2024,122,Alzheimers Res Ther,Alzheimer's research & therapy,10,279,0.035842
2024,123,Front Nutr,Frontiers in nutrition,72,2010,0.035821
2024,124,Diabetologia,Diabetologia,9,252,0.035714
2024,125,Stroke Vasc Neurol,Stroke and vascular neurology,3,84,0.035714
2024,126,Am J Rhinol Allergy,American journal of rhinology & allergy,2,56,0.035714
2024,127,Immunotargets Ther,ImmunoTargets and therapy,2,56,0.035714
2024,128,Arch Dermatol Res,Archives of dermatological research,30,852,0.035211
2024,129,Urolithiasis,Urolithiasis,6,171,0.035088
2024,130,BMC Immunol,BMC immunology,3,86,0.034884
2024,131,Zool Res,Zoological research,4,115,0.034783
2024,132,Biostatistics,"Biostatistics (Oxford, England)",5,144,0.034722
2024,133,Arch Gerontol Geriatr,Archives of gerontology and geriatrics,11,319,0.034483
2024,134,Cancer Prev Res (Phila),"Cancer prevention research (Philadelphia, Pa.)",2,58,0.034483
2024,135,J Stroke Cerebrovasc Dis,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,17,499,0.034068
2024,136,NPJ Parkinsons Dis,NPJ Parkinson's disease,8,236,0.033898
2024,137,Neurogenetics,Neurogenetics,2,59,0.033898
2024,138,Phytopathology,Phytopathology,8,237,0.033755
2024,139,Nat Rev Genet,Nature reviews. Genetics,4,119,0.033613
2024,140,Psychiatry Clin Neurosci,Psychiatry and clinical neurosciences,4,119,0.033613
2024,141,Brief Bioinform,Briefings in bioinformatics,27,813,0.033210
2024,142,Adv Rheumatol,"Advances in rheumatology (London, England)",3,92,0.032609
2024,143,Biol Psychiatry Glob Open Sci,Biological psychiatry global open science,4,123,0.032520
2024,144,Eur J Epidemiol,European journal of epidemiology,4,123,0.032520
2024,145,Schizophrenia (Heidelb),"Schizophrenia (Heidelberg, Germany)",4,124,0.032258
2024,146,JAMA Cardiol,JAMA cardiology,7,218,0.032110
2024,147,J Gerontol A Biol Sci Med Sci,"The journals of gerontology. Series A, Biological sciences and medical sciences",12,374,0.032086
2024,148,Atherosclerosis,Atherosclerosis,8,250,0.032000
2024,149,Cell Biosci,Cell & bioscience,5,157,0.031847
2024,150,J Transl Med,Journal of translational medicine,37,1172,0.031570
2024,151,Physiol Plant,Physiologia plantarum,15,480,0.031250
2024,152,Biometrics,Biometrics,6,192,0.031250
2024,153,Cerebrovasc Dis,"Cerebrovascular diseases (Basel, Switzerland)",3,96,0.031250
2024,154,Front Cardiovasc Med,Frontiers in cardiovascular medicine,49,1572,0.031170
2024,155,Mol Ecol,Molecular ecology,11,354,0.031073
2024,156,Thromb Haemost,Thrombosis and haemostasis,4,129,0.031008
2024,157,Bioinform Adv,Bioinformatics advances,6,194,0.030928
2024,158,Int J Obes (Lond),International journal of obesity (2005),7,227,0.030837
2024,159,Heart Lung,Heart & lung : the journal of critical care,5,163,0.030675
2024,160,Discov Oncol,Discover oncology,26,849,0.030624
2024,161,J Anim Sci Technol,Journal of animal science and technology,3,98,0.030612
2024,162,Front Plant Sci,Frontiers in plant science,91,2974,0.030599
2024,163,J Genet Genomics,Journal of genetics and genomics = Yi chuan xue bao,5,165,0.030303
2024,164,J Am Stat Assoc,Journal of the American Statistical Association,2,66,0.030303
2024,165,Int J Cardiol Heart Vasc,International journal of cardiology. Heart & vasculature,7,232,0.030172
2024,166,J Psychosom Res,Journal of psychosomatic research,7,233,0.030043
2024,167,J Atheroscler Thromb,Journal of atherosclerosis and thrombosis,4,134,0.029851
2024,168,J Psychopathol Clin Sci,Journal of psychopathology and clinical science,2,67,0.029851
2024,169,BMC Pulm Med,BMC pulmonary medicine,19,639,0.029734
2024,170,J Clin Neurol,"Journal of clinical neurology (Seoul, Korea)",3,101,0.029703
2024,171,Aging (Albany NY),Aging,23,776,0.029639
2024,172,Nat Rev Rheumatol,Nature reviews. Rheumatology,4,135,0.029630
2024,173,BMC Med,BMC medicine,18,608,0.029605
2024,174,Thorax,Thorax,6,203,0.029557
2024,175,J Reprod Immunol,Journal of reproductive immunology,4,136,0.029412
2024,176,J Diabetes Res,Journal of diabetes research,3,102,0.029412
2024,177,BMC Gastroenterol,BMC gastroenterology,14,483,0.028986
2024,178,J Immunol Res,Journal of immunology research,2,69,0.028986
2024,179,Stroke,Stroke,13,449,0.028953
2024,180,J Anim Sci Biotechnol,Journal of animal science and biotechnology,5,173,0.028902
2024,181,Anim Biosci,Animal bioscience,6,208,0.028846
2024,182,Int J Cancer,International journal of cancer,12,419,0.028640
2024,183,Front Immunol,Frontiers in immunology,155,5531,0.028024
2024,184,Prev Med,Preventive medicine,8,288,0.027778
2024,185,Int J Womens Health,International journal of women's health,6,216,0.027778
2024,186,Osteoarthritis Cartilage,Osteoarthritis and cartilage,5,180,0.027778
2024,187,Cancer Causes Control,Cancer causes & control : CCC,4,145,0.027586
2024,188,J Ovarian Res,Journal of ovarian research,7,254,0.027559
2024,189,Zhong Nan Da Xue Xue Bao Yi Xue Ban,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,6,218,0.027523
2024,190,Eur Heart J Open,European heart journal open,3,109,0.027523
2024,191,Nat Cardiovasc Res,Nature cardiovascular research,5,182,0.027473
2024,192,Clin Transl Allergy,Clinical and translational allergy,2,73,0.027397
2024,193,Psychiatry Res,Psychiatry research,15,548,0.027372
2024,194,Am J Reprod Immunol,"American journal of reproductive immunology (New York, N.Y. : 1989)",4,147,0.027211
2024,195,Arterioscler Thromb Vasc Biol,"Arteriosclerosis, thrombosis, and vascular biology",7,258,0.027132
2024,196,J Periodontal Res,Journal of periodontal research,3,111,0.027027
2024,197,Exp Biol Med (Maywood),"Experimental biology and medicine (Maywood, N.J.)",2,74,0.027027
2024,198,Hum Reprod Open,Human reproduction open,2,74,0.027027
2024,199,Thromb J,Thrombosis journal,3,112,0.026786
2024,200,NAR Genom Bioinform,NAR genomics and bioinformatics,5,187,0.026738
2024,201,Heredity (Edinb),Heredity,2,75,0.026667
2024,202,J Dig Dis,Journal of digestive diseases,2,75,0.026667
2024,203,Ophthalmol Sci,Ophthalmology science,5,188,0.026596
2024,204,Neurol Ther,Neurology and therapy,3,113,0.026549
2024,205,Arch Med Sci,Archives of medical science : AMS,6,228,0.026316
2024,206,Eur Arch Psychiatry Clin Neurosci,European archives of psychiatry and clinical neuroscience,5,190,0.026316
2024,207,Zhonghua Nan Ke Xue,Zhonghua nan ke xue = National journal of andrology,4,152,0.026316
2024,208,Clin Psychopharmacol Neurosci,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,2,76,0.026316
2024,209,Int Dent J,International dental journal,5,191,0.026178
2024,210,Front Neurol,Frontiers in neurology,54,2068,0.026112
2024,211,JAMA Psychiatry,JAMA psychiatry,6,231,0.025974
2024,212,J Clin Periodontol,Journal of clinical periodontology,4,154,0.025974
2024,213,Nutr Metab (Lond),Nutrition & metabolism,3,116,0.025862
2024,214,Osteoporos Int,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,6,233,0.025751
2024,215,Front Bioinform,Frontiers in bioinformatics,2,78,0.025641
2024,216,Cereb Cortex,"Cerebral cortex (New York, N.Y. : 1991)",16,625,0.025600
2024,217,Cell Mol Gastroenterol Hepatol,Cellular and molecular gastroenterology and hepatology,4,157,0.025478
2024,218,Cardiovasc Toxicol,Cardiovascular toxicology,3,118,0.025424
2024,219,Depress Anxiety,Depression and anxiety,3,118,0.025424
2024,220,J Autoimmun,Journal of autoimmunity,4,158,0.025316
2024,221,J Med Genet,Journal of medical genetics,4,158,0.025316
2024,222,Pediatr Rheumatol Online J,Pediatric rheumatology online journal,3,119,0.025210
2024,223,Eur J Clin Nutr,European journal of clinical nutrition,4,160,0.025000
2024,224,J Cancer,Journal of Cancer,13,521,0.024952
2024,225,Eur J Med Res,European journal of medical research,16,643,0.024883
2024,226,Nutr J,Nutrition journal,4,161,0.024845
2024,227,Front Microbiol,Frontiers in microbiology,79,3183,0.024819
2024,228,Tuberculosis (Edinb),"Tuberculosis (Edinburgh, Scotland)",2,81,0.024691
2024,229,Respir Res,Respiratory research,11,448,0.024554
2024,230,Poult Sci,Poultry science,32,1307,0.024484
2024,231,Hematology,"Hematology (Amsterdam, Netherlands)",4,164,0.024390
2024,232,Bioinform Biol Insights,Bioinformatics and biology insights,2,82,0.024390
2024,233,Eur Psychiatry,European psychiatry : the journal of the Association of European Psychiatrists,2,82,0.024390
2024,234,Planta,Planta,7,288,0.024306
2024,235,J Adv Res,Journal of advanced research,5,206,0.024272
2024,236,Shock,"Shock (Augusta, Ga.)",5,208,0.024038
2024,237,J Dairy Sci,Journal of dairy science,20,834,0.023981
2024,238,Clin Rheumatol,Clinical rheumatology,11,460,0.023913
2024,239,Endocrine,Endocrine,12,504,0.023810
2024,240,Transl Androl Urol,Translational andrology and urology,7,295,0.023729
2024,241,Microb Genom,Microbial genomics,4,170,0.023529
2024,242,Database (Oxford),Database : the journal of biological databases and curation,3,128,0.023438
2024,243,Acta Diabetol,Acta diabetologica,4,171,0.023392
2024,244,BMJ Ment Health,BMJ mental health,2,86,0.023256
2024,245,Sleep,Sleep,7,302,0.023179
2024,246,Neurol Res,Neurological research,3,130,0.023077
2024,247,Front Cell Infect Microbiol,Frontiers in cellular and infection microbiology,28,1218,0.022989
2024,248,Vet J,"Veterinary journal (London, England : 1997)",4,174,0.022989
2024,249,Open Med (Wars),"Open medicine (Warsaw, Poland)",5,218,0.022936
2024,250,Int J Rheum Dis,International journal of rheumatic diseases,12,528,0.022727
2024,251,Addict Biol,Addiction biology,2,88,0.022727
2024,252,Metab Syndr Relat Disord,Metabolic syndrome and related disorders,2,88,0.022727
2024,253,Commun Biol,Communications biology,39,1720,0.022674
2024,254,Mol Biol Evol,Molecular biology and evolution,6,266,0.022556
2024,255,New Phytol,The New phytologist,19,844,0.022512
2024,256,Mol Carcinog,Molecular carcinogenesis,4,178,0.022472
2024,257,Physiol Mol Biol Plants,Physiology and molecular biology of plants : an international journal of functional plant biology,3,134,0.022388
2024,258,Sci China Life Sci,Science China. Life sciences,6,269,0.022305
2024,259,Curr Opin Neurol,Current opinion in neurology,2,90,0.022222
2024,260,Am J Psychiatry,The American journal of psychiatry,4,181,0.022099
2024,261,Cardiovasc Diabetol,Cardiovascular diabetology,10,455,0.021978
2024,262,Neurobiol Aging,Neurobiology of aging,3,137,0.021898
2024,263,Andrology,Andrology,4,184,0.021739
2024,264,Geroscience,GeroScience,9,415,0.021687
2024,265,Acta Neuropathol,Acta neuropathologica,4,185,0.021622
2024,266,Eur J Gastroenterol Hepatol,European journal of gastroenterology & hepatology,4,185,0.021622
2024,267,Clin Respir J,The clinical respiratory journal,3,139,0.021583
2024,268,Front Med (Lausanne),Frontiers in medicine,61,2851,0.021396
2024,269,Mov Disord,Movement disorders : official journal of the Movement Disorder Society,7,329,0.021277
2024,270,Genomics,Genomics,4,189,0.021164
2024,271,Tob Induc Dis,Tobacco induced diseases,4,189,0.021164
2024,272,Hypertension,"Hypertension (Dallas, Tex. : 1979)",6,284,0.021127
2024,273,Front Psychiatry,Frontiers in psychiatry,43,2046,0.021017
2024,274,Actas Esp Psiquiatr,Actas espanolas de psiquiatria,2,96,0.020833
2024,275,Expert Rev Mol Diagn,Expert review of molecular diagnostics,2,96,0.020833
2024,276,Genet Mol Biol,Genetics and molecular biology,2,96,0.020833
2024,277,Diabetes Obes Metab,"Diabetes, obesity & metabolism",14,674,0.020772
2024,278,Ren Fail,Renal failure,10,482,0.020747
2024,279,Brain,Brain : a journal of neurology,8,388,0.020619
2024,280,Epidemiol Health,Epidemiology and health,2,97,0.020619
2024,281,Osteoarthr Cartil Open,Osteoarthritis and cartilage open,2,97,0.020619
2024,282,BMC Cancer,BMC cancer,33,1605,0.020561
2024,283,J Natl Cancer Inst,Journal of the National Cancer Institute,6,292,0.020548
2024,284,Clin Nutr ESPEN,Clinical nutrition ESPEN,8,392,0.020408
2024,285,Circ Res,Circulation research,5,245,0.020408
2024,286,Obesity (Silver Spring),"Obesity (Silver Spring, Md.)",5,245,0.020408
2024,287,J Matern Fetal Neonatal Med,"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",4,196,0.020408
2024,288,J Biosci,Journal of biosciences,2,98,0.020408
2024,289,Nutr Diabetes,Nutrition & diabetes,2,98,0.020408
2024,290,JBMR Plus,JBMR plus,3,148,0.020270
2024,291,Pulm Circ,Pulmonary circulation,3,148,0.020270
2024,292,BMC Bioinformatics,BMC bioinformatics,8,395,0.020253
2024,293,Biol Res,Biological research,2,99,0.020202
2024,294,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,16,795,0.020126
2024,295,Plant Physiol,Plant physiology,16,799,0.020025
2024,296,Mol Neurodegener,Molecular neurodegeneration,2,100,0.020000
2024,297,Mol Aspects Med,Molecular aspects of medicine,1,50,0.020000
2024,298,Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi,Zhonghua shao shang yu chuang mian xiu fu za zhi,1,50,0.020000
2024,299,Metab Brain Dis,Metabolic brain disease,4,201,0.019900
2024,300,Aging Cell,Aging cell,6,302,0.019868
2024,301,Hum Reprod,"Human reproduction (Oxford, England)",6,302,0.019868
2024,302,NPJ Syst Biol Appl,NPJ systems biology and applications,3,151,0.019868
2024,303,Ann Rheum Dis,Annals of the rheumatic diseases,5,253,0.019763
2024,304,J Thromb Thrombolysis,Journal of thrombosis and thrombolysis,3,152,0.019737
2024,305,BMC Psychiatry,BMC psychiatry,19,967,0.019648
2024,306,Imeta,iMeta,2,102,0.019608
2024,307,Aust Dent J,Australian dental journal,1,51,0.019608
2024,308,Ann Neurol,Annals of neurology,5,256,0.019531
2024,309,Kidney Int,Kidney international,7,361,0.019391
2024,310,J Dent Res,Journal of dental research,3,155,0.019355
2024,311,Med,"Med (New York, N.Y.)",3,155,0.019355
2024,312,Fetal Pediatr Pathol,Fetal and pediatric pathology,1,52,0.019231
2024,313,Semin Nephrol,Seminars in nephrology,1,52,0.019231
2024,314,J Exp Bot,Journal of experimental botany,10,521,0.019194
2024,315,Gene,Gene,15,783,0.019157
2024,316,J Crohns Colitis,Journal of Crohn's & colitis,4,209,0.019139
2024,317,Alzheimers Dement (Amst),"Alzheimer's & dementia (Amsterdam, Netherlands)",3,158,0.018987
2024,318,Biol Sex Differ,Biology of sex differences,2,106,0.018868
2024,319,Theor Popul Biol,Theoretical population biology,1,53,0.018868
2024,320,Biomed Environ Sci,Biomedical and environmental sciences : BES,3,160,0.018750
2024,321,Hepatol Res,Hepatology research : the official journal of the Japan Society of Hepatology,3,160,0.018750
2024,322,Genet Med,Genetics in medicine : official journal of the American College of Medical Genetics,3,161,0.018634
2024,323,Res Sq,Research square,33,1780,0.018539
2024,324,Br J Nutr,The British journal of nutrition,7,378,0.018519
2024,325,Cell Syst,Cell systems,2,108,0.018519
2024,326,Int J Clin Exp Pathol,International journal of clinical and experimental pathology,1,54,0.018519
2024,327,Int J Endocrinol,International journal of endocrinology,1,54,0.018519
2024,328,Sichuan Da Xue Xue Bao Yi Xue Ban,Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition,4,217,0.018433
2024,329,Comput Struct Biotechnol J,Computational and structural biotechnology journal,9,489,0.018405
2024,330,J Diabetes Metab Disord,Journal of diabetes and metabolic disorders,4,218,0.018349
2024,331,Alpha Psychiatry,Alpha psychiatry,2,109,0.018349
2024,332,Curr Opin Insect Sci,Current opinion in insect science,2,110,0.018182
2024,333,J Clin Transl Hepatol,Journal of clinical and translational hepatology,2,110,0.018182
2024,334,Biol Res Nurs,Biological research for nursing,1,55,0.018182
2024,335,Handb Exp Pharmacol,Handbook of experimental pharmacology,1,55,0.018182
2024,336,J Pathol Clin Res,The journal of pathology. Clinical research,1,55,0.018182
2024,337,Plant Biotechnol (Tokyo),"Plant biotechnology (Tokyo, Japan)",1,55,0.018182
2024,338,Brain Behav Immun,"Brain, behavior, and immunity",8,441,0.018141
2024,339,J Am Heart Assoc,Journal of the American Heart Association,23,1288,0.017857
2024,340,Int J Med Sci,International journal of medical sciences,5,280,0.017857
2024,341,Gynecol Endocrinol,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,2,112,0.017857
2024,342,J Gastroenterol,Journal of gastroenterology,2,112,0.017857
2024,343,Chin J Cancer Res,Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,1,56,0.017857
2024,344,Mol Pain,Molecular pain,1,56,0.017857
2024,345,Pediatr Discov,Pediatric discovery,1,56,0.017857
2024,346,Commun Med (Lond),Communications medicine,5,281,0.017794
2024,347,J Integr Neurosci,Journal of integrative neuroscience,4,225,0.017778
2024,348,J Clin Hypertens (Greenwich),"Journal of clinical hypertension (Greenwich, Conn.)",3,169,0.017751
2024,349,Int Urol Nephrol,International urology and nephrology,8,452,0.017699
2024,350,Funct Integr Genomics,Functional & integrative genomics,4,226,0.017699
2024,351,Eur Stroke J,European stroke journal,2,113,0.017699
2024,352,Beijing Da Xue Xue Bao Yi Xue Ban,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,3,170,0.017647
2024,353,BMJ Open Ophthalmol,BMJ open ophthalmology,2,114,0.017544
2024,354,J Obstet Gynaecol,Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology,2,114,0.017544
2024,355,aBIOTECH,aBIOTECH,1,57,0.017544
2024,356,Brain Commun,Brain communications,8,458,0.017467
2024,357,Clin Exp Ophthalmol,Clinical & experimental ophthalmology,2,115,0.017391
2024,358,Eur Respir Rev,European respiratory review : an official journal of the European Respiratory Society,2,115,0.017391
2024,359,Int J Cardiol Cardiovasc Risk Prev,International journal of cardiology. Cardiovascular risk and prevention,2,115,0.017391
2024,360,Bone,Bone,4,231,0.017316
2024,361,Eur J Prev Cardiol,European journal of preventive cardiology,7,405,0.017284
2024,362,Gastroenterol Rep (Oxf),Gastroenterology report,2,116,0.017241
2024,363,Ann Dermatol,Annals of dermatology,1,58,0.017241
2024,364,Benef Microbes,Beneficial microbes,1,58,0.017241
2024,365,Neurobiol Dis,Neurobiology of disease,6,349,0.017192
2024,366,Plant Dis,Plant disease,6,349,0.017192
2024,367,J Pain Res,Journal of pain research,7,409,0.017115
2024,368,Anim Sci J,Animal science journal = Nihon chikusan Gakkaiho,2,117,0.017094
2024,369,J Mol Neurosci,Journal of molecular neuroscience : MN,2,117,0.017094
2024,370,Plant Cell,The Plant cell,7,410,0.017073
2024,371,OMICS,Omics : a journal of integrative biology,1,59,0.016949
2024,372,Pediatr Hematol Oncol,Pediatric hematology and oncology,1,59,0.016949
2024,373,Toxicol Res,Toxicological research,1,59,0.016949
2024,374,Eur Respir J,The European respiratory journal,6,356,0.016854
2024,375,J Hum Hypertens,Journal of human hypertension,2,119,0.016807
2024,376,Epilepsy Behav,Epilepsy & behavior : E&B,8,477,0.016771
2024,377,Arthritis Rheumatol,"Arthritis & rheumatology (Hoboken, N.J.)",4,240,0.016667
2024,378,Curr Top Behav Neurosci,Current topics in behavioral neurosciences,1,60,0.016667
2024,379,J Hypertens,Journal of hypertension,5,302,0.016556
2024,380,J Integr Plant Biol,Journal of integrative plant biology,3,182,0.016484
2024,381,PLoS Biol,PLoS biology,8,487,0.016427
2024,382,J Gastroenterol Hepatol,Journal of gastroenterology and hepatology,6,366,0.016393
2024,383,Scand J Gastroenterol,Scandinavian journal of gastroenterology,3,183,0.016393
2024,384,Clin Liver Dis,Clinics in liver disease,1,61,0.016393
2024,385,Curr Rheumatol Rev,Current rheumatology reviews,1,61,0.016393
2024,386,Cytokine Growth Factor Rev,Cytokine & growth factor reviews,1,61,0.016393
2024,387,Braz J Otorhinolaryngol,Brazilian journal of otorhinolaryngology,2,123,0.016260
2024,388,Expert Rev Clin Immunol,Expert review of clinical immunology,2,123,0.016260
2024,389,Lupus,Lupus,3,185,0.016216
2024,390,J Gastrointest Oncol,Journal of gastrointestinal oncology,4,247,0.016194
2024,391,Adv Kidney Dis Health,Advances in kidney disease and health,1,62,0.016129
2024,392,Arthroplasty,"Arthroplasty (London, England)",1,62,0.016129
2024,393,Front Stroke,Frontiers in stroke,1,62,0.016129
2024,394,Int Immunol,International immunology,1,62,0.016129
2024,395,NPJ Aging,npj aging,1,62,0.016129
2024,396,Pigment Cell Melanoma Res,Pigment cell & melanoma research,1,62,0.016129
2024,397,Inflammopharmacology,Inflammopharmacology,4,250,0.016000
2024,398,Plants (Basel),"Plants (Basel, Switzerland)",57,3574,0.015949
2024,399,Diabetes Res Clin Pract,Diabetes research and clinical practice,6,377,0.015915
2024,400,Cancer Res Commun,Cancer research communications,4,252,0.015873
2024,401,Acta Vet Scand,Acta veterinaria Scandinavica,1,63,0.015873
2024,402,Curr Urol Rep,Current urology reports,1,63,0.015873
2024,403,J Intensive Med,Journal of intensive medicine,1,63,0.015873
2024,404,Sleep Sci,"Sleep science (Sao Paulo, Brazil)",1,63,0.015873
2024,405,Tremor Other Hyperkinet Mov (N Y),"Tremor and other hyperkinetic movements (New York, N.Y.)",1,63,0.015873
2024,406,BMC Cardiovasc Disord,BMC cardiovascular disorders,12,762,0.015748
2024,407,Cardiovasc Res,Cardiovascular research,4,254,0.015748
2024,408,Evol Appl,Evolutionary applications,3,192,0.015625
2024,409,Clin Perinatol,Clinics in perinatology,1,64,0.015625
2024,410,Curr Osteoporos Rep,Current osteoporosis reports,1,64,0.015625
2024,411,J Hered,The Journal of heredity,1,64,0.015625
2024,412,Obstet Gynecol Sci,Obstetrics & gynecology science,1,64,0.015625
2024,413,Eur Rev Med Pharmacol Sci,European review for medical and pharmacological sciences,8,514,0.015564
2024,414,Eur J Nutr,European journal of nutrition,5,322,0.015528
2024,415,Exp Eye Res,Experimental eye research,5,323,0.015480
